root_id,root_letters,description,category
328,حذذ,قِصَرُ نِبْتَةِ (أو بِنْيَةِ) ما شأنه الامتداد، وسرعة انقطاعها,ح ذ
329,حذر,تَوَتُّرُ أثناء الشيء، أي اشتدادها وتداخل بعضها مع غلظة ظاهره,ح ذ
330,حرب,سَلْبُ الشيء، أي سَحْبه وأخذه بقوة، أو حدّة,ح ر
331,حرث,شق السطح الملتئم، وإثارته، بإخراج بعض ما استوى به ظاهره كُتَلًا,ح ر
332,حرج,ضيق المكان (من كثافة الشجر العظيم المرتفع فيه),ح ر
333,حرد,جفاف الباطن ويبسه بذهاب الندى والطراءةِ منه,ح ر
334,حرر,خلوص الشيء من الغليظ الذي يعروه,ح ر
335,حرس,بقاء الشيء بحفظه مِنْ أن ينفذ (إليه),ح ر
336,حرص,قشر الشيء عن مقرّه قَشْرًا مبالغًا فيه,ح ر
337,حرض,خَرْطُ مادة التماسك والحدة مما هي فيه,ح ر
338,حرف,نهاية جانب – أو وجه من الشيء- يبدأ به جانب آخر,ح ر
339,حرق,تحويل حاد - أو بالغ - ينال مادة الشيء وحقيقته,ح ر
340,حرك,نُقْلة يسيرة (لطيفة) ومُقَيَّدة متردّدة,ح ر
341,حرم,حيز ممنوع تابع لشيء,ح ر
342,حرو,انتقاص من (ظاهر) جِرْمِ الشيء مع حَوْز لُمهمِِّ فيه,ح ر
343,حزب,تجمع الشيء متماسكًا متكتلًا شديدًا، أو متميزًا عما حوله,ح ز
344,حزز,شق دقيق غير نافذ في شيء صلب,ح ز
345,حزن,جفاف وخشونة تخالط باطن الشيء، أو تمتد فيه,ح ز
346,حسب,جمع ما هو منتشر في حيز يضمه (حتى يمتلئ به),ح س
347,حسد,شعور حاد يحتبس في جوف الحاسد فيكره وجود النعمة,ح س
348,حسر,زوال ما ينبت، أو يلزم الشيء لتغطيته,ح س
349,حسس,وصول - أو مباشرة - لظاهر جسم الشيء؛ لزوال ما يعروه,ح س
350,حسم,إيقاف، أي قطع لما يخرج - أو يمتد - من الشيء عادة,ح س
351,حسن,نقاء الشيء ورقته بخروج الخشن - أو الغليظ الذي يخالطه,ح س
352,حشر,قشر ظاهر الشيء، أو المنتشر على ظاهر الشيء,ح ش
353,حشش,جفاف ما كان غضًا منتشرًا,ح ش
354,حصب,رَمْي (ظاهر) الشيء بدقاق شديدة الوقع,ح ص
355,حصد,جز النبات (ونحوه من الممتد) بعد جفافه، واكتمال حاله,ح ص
356,حصر,أن يحتبس في الشيء ما شأنه التسيب كالمائع,ح ص
357,حصص,ظهور حقيقة جرمِ الشيء غليظًا - أو قويًا، لزوال ما يغشاه,ح ص
358,حصل,خلوص المقصود من الشيء إلى المقر مجموعًا ثابتًا,ح ص
359,حصن,قوة تحيط بالشيء على ما في باطنه من لطيف,ح ص
360,حصو,تماسك الشيء في عُقد صغيرة صلبة,ح ص
361,حضر,انتقال بكثافة - أو قوة - إلى مجمع يدوم,ح ض
362,حضض,انحدار إلى أسفل بثقل وضغط شديد,ح ض
363,حطب,قضبان وأغصان من الشجر (خشبية) جافة توقد بها النار,ح ط
364,حطط,انضغاط الجرم بثقل إلى أسفل، أو إلى الداخل,ح ط
365,حطم,تكسر اليابس قطعًا لضغط شديد أو ثقيل,ح ط
366,حظر,المنع عن الشيء بنحو الجدار يصد عنه,ح ظ
367,حظظ,تميز قسم - أو قطعة (كبيرة) - من الشيء الطيّب لشخص ما,ح ظ
368,حفد,إحاطة بالشيء فيها لطف وخفة,ح ف
369,حفر,قلع وإخراج بجفاف وقوة من جرم الشيء إلى خارجه,ح ف
370,حفظ,حياطة قوية ضابطة للشيء؛ فلا يضيع، ولا يتفلت,ح ف
371,حفف,إحاطة بجفاف تُنهي امتداد الشيء، أو الامتداد إليه,ح ف
372,حفو,رقة سطح الشيء - أو ظاهره - بانسحاف الكثيف الذي كان يعروه,ح ف
373,حقب,شدُّ الشيء - أي جَمْعُه ورَبطه - في أول مُؤَخّر ما يحمله,ح ق
374,حقف,انحناء الشيء الممتد لنقص في وسطه,ح ق
375,حقق,تمكن الشيء في عُمق مَقَرَّه، أو وسط مقره,ح ق
376,حكك,دَلْكُ سَطْحِي بِصُلب مع جفاف,ح ك
377,حكم,ضَبْطُ يمنع التسيب ويمكن من جعل الشيء على ما ينبغي ويراد,ح ك
378,حلف,حدة في الشيء تكون من ظاهره (خارجه),ح ل
379,حلق,زوال وَسَطِ مادّةٍ قويّة - مع بقاء محيطه شديدًا,ح ل
380,حلقم,مجرى النَفَس والسعال من الجوف,ح ل
381,حلل,فك ما كان مَشْدُودًا، أو تَسْييبه,ح ل
382,حلم,رخاوة - أو لطف متميز - في باطن الجِرْمِ يستوي عليه ظاهره,ح ل
383,حلو,طيب قبول الحواس والنفسِ الشيء لموافقته لها,ح ل
384,حمأ,حدّة ما تخالط عُمْقَ الشيء,ح م
385,حمد,غنى باطن البدن بما يناسبه من غذاء يقوته ويقويه وينميه,ح م
386,حمر,الاحتواء على حدة تقشر الظاهر قشرًا قويا,ح م
387,حمل,حَوْزُ - أو ضم - بإقلال رفعًا، أو تعليقًا,ح م
388,حمم,حرارة - أو حدّة - تسري في أثناء الشيء البارد حتى تَعُمَّه,ح م
389,حمو,حدة بالغة في الشيء تمنع الاقتراب منه,ح م
390,حنث,ثِقَلُ الشيء ثقلًا بالغا,ح ن
391,حنج,الميل - أو الإمالة - ليًّا وفتلًا,ح ن
392,حنجر,فراغ مستطيل كأنه قناة يمتد في جَوْفِ كثيف,ح ن
393,حنذ,حَرَارَةٌ تُذْهِب رُطُوبة الشيء وغُضُوضَتَه نَفَاذًا من أثنائه,ح ن
394,حنف,التفات الشيء أو اعوجاجه - عن معتاد الحال,ح ن
395,حنك,تجوفُ باطن صُلب مجرَّدِ الوجه محاط بغليظ,ح ن
396,حنن,رقيق - أو لطيف - يصدر ممتدًا عن باطن جرم جامد، أو صلب,ح ن
397,حوب,عَجْزُ - أو ثِقَلٌ - من ضعف,ح ب
398,حوت,استدارةُ الجِرْم عِظَمًا والتفافًا، أو دورانًا,ح ت
399,حوث,وجود شيء تحت متراكم يخفيه فيُنبَثُ عنه,ح ث
400,حوج,نقص منفعة أو طلبة، أو التعوق عنها,ح ج
401,حوذ,ضم مع تواز وامتداد,ح ذ
402,حور,تجوف مع استدارة,ح ر
403,حوش,اجتماع بتنحٍ، أو جمع بتنحية,ح ش
404,حوص,ضيقُ الفتحة في الشيء - أو بين الشيئين- ضيقًا شديدًا,ح ص
405,حوط,الاستدارة حول الشيء بنحو الجدار,ح ط
406,حول,عُدول جرمِ الشيء عن مكانه - أو اتجاهه - المعتاد إلى آخر قريب,ح ل
407,حوى,الانعطاف على الشيء في الأثناء، وحوزه فيها بقوة,ح و
408,حيد,شخوص متباعد عن الاتجاه الأصلي,ح د
409,حير,تردُّد المائع ونحوه في مكان (مجوَّفٍ) يحيط به؛ فيُمسكه,ح ر
410,حيض,سيلان مائع (نحو الدم) يتجمع في الجوف منه بشدة، أو عسر,ح ض
411,حيف,انقطاع امتداد الشيء عَرْضًا، أي من جوانبه,ح ف
412,حيق,القطع الغائر في الشيء,ح ق
413,حين,يُبس الشيء، أي ذهاب الندى والبلل من أثنائه لبلوغه وقت تحصله,ح ن
414,حيي,امتلاء بالطراءة التي لها حدة ما - أو فاعلية - تتمثل في رهافة الحس,ح ي
415,خبأ,إخفاء الشيء وتغطيته في كنّ مناسب التجوف,خ ب
416,خبب,تخلخل (أو فراغ يتخلّل) باطن مجتمع منضم,خ ب
417,خبت,انخفاض باتساع واستقرار,خ ب
418,خبث,رديء مكروه ينتشر من الشيء، أو يتأتى منه,خ ب
419,خبر,وصول الرخاوة إلى عمق الشيء,خ ب
420,خبز,بَسْطُ الشيء بإذهاب غِلَظه (أي تكتله),خ ب
421,خبط,صَدْمٌ - أو مُخالطة - بغليظ قوي يخترق، أو يكاد,خ ب
422,خبل,تَعَطُّلُ العُضْوِ واحتباسه عن الانبساط المعتاد,خ ب
423,خبو,خمود لهب النار، ونحوها,خ ب
424,ختت,نَقْصُ من قوام الشيء وحِدَّتِه,خ ت
425,ختر,زيادة استرخاء الباطن وضعفه وتخدّره,خ ت
426,ختم,إنهاء الشيء ومنع الزيادة عليه بتسوية ظاهره وتغطيته,خ ت
427,خدد,الشقُّ المستطيل الغائر في الشيء,خ د
428,خدع,إخفاء الشيء في باطن يلتئم ظاهره عليه فلا يُظَنّ وجوده,خ د
429,خدن,المداخلة والمباطنة (علاقة سرية متغلغلة في الباطن),خ د
430,خذذ,خروج الغليظ - أو سيلانه - من جوف الشيء,خ ذ
431,خذل,التخلف - أو التوقف - عن الصحبة المعتادة,خ ذ
432,خرب,خلاء - أو فراغ - في وَسَط الجرم الملتئم,خ ر
433,خرج,نفاذ من الحيز - أو الأثناء - بتجمع,خ ر
434,خرد,بقاء الشيء على فطرته - أو أصله - دون استعمال,خ ر
435,خردل,تفرق مع دقة جرم,خ ر
436,خرر,هوي الشيء بقوة وتدارك,خ ر
437,خرص,خلوص الشيء من آخر مجتمعًا في استواء، أو تحدد,خ ر
438,خرط,انتزاع العالق الممتسك بممتدٍ ضما وجذبًا وسَلْتًا بقوة,خ ر
439,خرطم,امتداد الشيء من مقدم شيء متضامًا أو مستوي الظاهر,خ ر
440,خرق,نفاذ في العمق - أو منه - بغلظ وقُوَّة,خ ر
441,خزز,نفاذ حاد مؤلم في بدن الحي,خ ز
442,خزن,دس الشيء في باطن شيء حريز لمدة طويلة,خ ز
443,خزو,ذل الحي وطواعيته وانقياده لما يراد (بكسر حدته),خ ز
444,خسأ,إبعاد ما هو دقيق القَدْرِ عن الحوزة، أو الأثناء,خ س
445,خسر,نَقْصُ الشيء بذهاب أجزاء منه فقدا,خ س
446,خسس,نَقْصُ جِرْمِ الشيء (ذهاب وانتقاص منه بحدة),خ س
447,خسف,انخـــراق القاع – أو الباطن- الذي يقوم عليه الشيء,خ س
448,خشب,غِلَظُ الجرم وصلابته مع امتداد وخشونة,خ ش
449,خشش,نفاذ الدقاق الحادة إلى حَيّز، أو تجمعها فيه,خ ش
450,خشع,هبوط ما شأنه الارتفاع والغلظ؛ لتسيب أثنائه,خ ش
451,خشو,جفافٌ ويُبْسُ في باطن الشيء وأثنائه لذهاب الرطوبة,خ ش
452,خصص,فُرجة تحصر النافذ أو النفاذ ليكون دقيقًا,خ ص
453,خصف,ضمُّ دِقاق منفصلة متناسبة العِرَض بعضها مع بعض,خ ص
454,خصم,تحيز الشيء في جانب مناظرا لمثله,خ ص
455,خضد,لين باطن الشيء الغليظ السَوِيّ الظاهر، أي عدم صلابته,خ ض
456,خضر,الامتلاء بالغضاضة والري مع ذلك اللون المريح,خ ض
457,خضض,رخاوة مع خثورة,خ ض
458,خضع,انحناء ما شأنه أن ينتصب (لرخاوة أثنائه),خ ض
459,خطأ,تخطي موقع الشيء، أو تجاوزه باندفاع,خ ط
460,خطب,لَفْتُ وجذب بلطف مع نوع من المغالبة,خ ط
461,خطط,شَقٌّ سطحي دقيق مستطيل في ظاهر الشيء,خ ط
462,خطف,نزع الشيء مما يُمسكه بخفة سرعة، أو لطف,خ ط
463,خطو,جَوْزُ مَسافةٍ بالقَدَم إلى الأمام مبتعدةً عن القدم الأخرى,خ ط
464,خفت,دِقَةُ جِرْمِ الشيء وضَعْفُه من فراغ جوفه,خ ف
465,خفض,غُؤُور السطح الناتئ عن معتاد حاله,خ ف
466,خفف,قلة كثافة الشيء في نفسه، أو قلة كثافته وتركزه على حامله,خ ف
467,خفو,ضعف ظهور الشيء من خلف ساتر,خ ف
468,خلد,بقاء الشيء لازما موضعه أمدًا طويلا,خ ل
469,خلص,نفاذ الشيء نقيا من أثناء ما كان يخالطه,خ ل
470,خلط,دخول شيء في أثناء - أو خَلَلِ شيء - آخَرَ ممتزجين,خ ل
471,خلع,انفصال الشيء مما يلابسه ملابسة قوية,خ ل
472,خلف,كَوْنُ - أو بقية - بعد ذاهب، أو وراءه في ظهره,خ ل
473,خلق,تهيئة مادة (غُفْل) لتكون شيئًا مُعَيَّنا مرادًا,خ ل
474,خلل,فراغ يخترق أثناء متماسكةً من حوله,خ ل
475,خلو,فراغ الحيّز مما كان (أو شأنه أن) يشغله,خ ل
