bi_root,tri_root,core_meaning,original_chapter
حس,حسس,وصول - أو مباشرة - لظاهر جسم الشيء؛ لزوال ما يعروه,ح س
حس,حسب,جمع ما هو منتشر في حيز يضمه (حتى يمتلئ به),ح س
حس,حسد,شعور حاد يحتبس في جوف الحاسد فيكره وجود النعمة,ح س
حس,حسر,زوال ما ينبت، أو يلزم الشيء لتغطيته,ح س
حس,حسم,إيقاف، أي قطع لما يخرج - أو يمتد - من الشيء عادة,ح س
حس,حسن,نقاء الشيء ورقته بخروج الخشن - أو الغليظ الذي يخالطه,ح س
حش,حشش,جفاف ما كان غضًا منتشرًا,ح ش
حش,حوش,اجتماع بتنحٍ، أو جمع بتنحية,ح ش
حش,وحش,خلو الجوف - أو الحيز - مع جفاف وجفاء,ح ش
حش,حشر,قشر ظاهر الشيء، أو المنتشر على ظاهر الشيء,ح ش
حص,حصص,ظهور حقيقة جرمِ الشيء غليظًا - أو قويًا، لزوال ما يغشاه,ح ص
حص,حصو,تماسك الشيء في عُقد صغيرة صلبة,ح ص
حص,حوص,ضيقُ الفتحة في الشيء - أو بين الشيئين- ضيقًا شديدًا,ح ص
حص,حصب,رَمْي (ظاهر) الشيء بدقاق شديدة الوقع,ح ص
حص,حصد,جز النبات (ونحوه من الممتد) بعد جفافه، واكتمال حاله,ح ص
حص,حصر,أن يحتبس في الشيء ما شأنه التسيب كالمائع,ح ص
حص,حصل,خلوص المقصود من الشيء إلى المقر مجموعًا ثابتًا,ح ص
حص,حصن,قوة تحيط بالشيء على ما في باطنه من لطيف,ح ص
حض,حضض,انحدار إلى أسفل بثقل وضغط شديد,ح ض
حض,حيض,سيلان مائع (نحو الدم) يتجمع في الجوف منه بشدة، أو عسر,ح ض
حض,حضر,انتقال بكثافة - أو قوة - إلى مجمع يدوم,ح ض
حط,حطط,انضغاط الجرم بثقل إلى أسفل، أو إلى الداخل,ح ط
حط,حوط,الاستدارة حول الشيء بنحو الجدار,ح ط
حط,حطب,قضبان وأغصان من الشجر (خشبية) جافة توقد بها النار,ح ط
حط,حطم,تكسر اليابس قطعًا لضغط شديد أو ثقيل,ح ط
حظ,حظظ,تميز قسم - أو قطعة (كبيرة) - من الشيء الطيّب لشخص ما,ح ظ
حظ,حظر,المنع عن الشيء بنحو الجدار يصد عنه,ح ظ
حف,حفف,إحاطة بجفاف تُنهي امتداد الشيء، أو الامتداد إليه,ح ف
حف,حفو,رقة سطح الشيء - أو ظاهره - بانسحاف الكثيف الذي كان يعروه,ح ف
حف,حيف,انقطاع امتداد الشيء عَرْضًا، أي من جوانبه,ح ف
حف,حفد,إحاطة بالشيء فيها لطف وخفة,ح ف
حف,حفر,قلع وإخراج بجفاف وقوة من جرم الشيء إلى خارجه,ح ف
حف,حفظ,حياطة قوية ضابطة للشيء؛ فلا يضيع، ولا يتفلت,ح ف
حق,حقق,تمكن الشيء في عُمق مَقَرَّه، أو وسط مقره,ح ق
حق,حيق,القطع الغائر في الشيء,ح ق
حق,حقب,شدُّ الشيء - أي جَمْعُه ورَبطه - في أول مُؤَخّر ما يحمله,ح ق
حق,حقف,انحناء الشيء الممتد لنقص في وسطه,ح ق
حك,حكك,دَلْكُ سَطْحِي بِصُلب مع جفاف,ح ك
حك,حكم,ضَبْطُ يمنع التسيب ويمكن من جعل الشيء على ما ينبغي ويراد,ح ك
حل,حلل,فك ما كان مَشْدُودًا، أو تَسْييبه,ح ل
حل,حلو,طيب قبول الحواس والنفسِ الشيء لموافقته لها,ح ل
حل,حول,عُدول جرمِ الشيء عن مكانه - أو اتجاهه - المعتاد إلى آخر قريب,ح ل
حل,حلف,حدة في الشيء تكون من ظاهره (خارجه),ح ل
حل,حلق,زوال وَسَطِ مادّةٍ قويّة - مع بقاء محيطه شديدًا,ح ل
حل,حلقم,مجرى النَفَس والسعال من الجوف,ح ل
حل,حلم,رخاوة - أو لطف متميز - في باطن الجِرْمِ يستوي عليه ظاهره,ح ل
حم,حمم,حرارة - أو حدّة - تسري في أثناء الشيء البارد حتى تَعُمَّه,ح م
حم,حمو,حدة بالغة في الشيء تمنع الاقتراب منه,ح م
حم,حمأ,حدّة ما تخالط عُمْقَ الشيء,ح م
حم,حمد,غنى باطن البدن بما يناسبه من غذاء يقوته ويقويه وينميه,ح م
حم,حمر,الاحتواء على حدة تقشر الظاهر قشرًا قويا,ح م
حم,حمل,حَوْزُ - أو ضم - بإقلال رفعًا، أو تعليقًا,ح م
حن,حنن,رقيق - أو لطيف - يصدر ممتدًا عن باطن جرم جامد، أو صلب,ح ن
حن,حين,يُبس الشيء، أي ذهاب الندى والبلل من أثنائه لبلوغه وقت تحصله,ح ن
حن,حنث,ثِقَلُ الشيء ثقلًا بالغا,ح ن
حن,حنج,الميل - أو الإمالة - ليًّا وفتلًا,ح ن
حن,حنجر,فراغ مستطيل كأنه قناة يمتد في جَوْفِ كثيف,ح ن
حن,حنذ,حَرَارَةٌ تُذْهِب رُطُوبة الشيء وغُضُوضَتَه نَفَاذًا من أثنائه,ح ن
حن,حنف,التفات الشيء أو اعوجاجه - عن معتاد الحال,ح ن
حن,حنك,تجوفُ باطن صُلب مجرَّدِ الوجه محاط بغليظ,ح ن
التراكيبالخائية,أخخ,رقةُ أثناء الشيء، أي تخلخله بحيث يُشْرَب كالسوائل,التراكيب الخائية
التراكيبالخائية,خوخ,خَرْقٌ - أو فراغ - نافذ في عريض صلب، أو بين عريضين,التراكيب الخائية
التراكيبالخائية,خوو,فراغ أثناءَ مكتنفةٍ محاطة,التراكيب الخائية
التراكيبالخائية,أخو,عُروة - أو نحوها - يُشَدُّ فيها الشيء,التراكيب الخائية
خب,خبب,تخلخل (أو فراغ يتخلّل) باطن مجتمع منضم,خ ب
خب,خبو,خمود لهب النار، ونحوها,خ ب
خوبخيب,خوب,خُلُو حوزة الشيء من (طيب) يُتَوَقَّع أن يشغلها,خ و ب / خ ي ب
خب,خبأ,إخفاء الشيء وتغطيته في كنّ مناسب التجوف,خ ب
خب,خبت,انخفاض باتساع واستقرار,خ ب
خب,خبث,رديء مكروه ينتشر من الشيء، أو يتأتى منه,خ ب
خب,خبر,وصول الرخاوة إلى عمق الشيء,خ ب
خب,خبز,بَسْطُ الشيء بإذهاب غِلَظه (أي تكتله),خ ب
خب,خبط,صَدْمٌ - أو مُخالطة - بغليظ قوي يخترق، أو يكاد,خ ب
خب,خبل,تَعَطُّلُ العُضْوِ واحتباسه عن الانبساط المعتاد,خ ب
خت,ختت,نَقْصُ من قوام الشيء وحِدَّتِه,خ ت
خت,ختر,زيادة استرخاء الباطن وضعفه وتخدّره,خ ت
خت,ختم,إنهاء الشيء ومنع الزيادة عليه بتسوية ظاهره وتغطيته,خ ت
خد,خدد,الشقُّ المستطيل الغائر في الشيء,خ د
خد,خدع,إخفاء الشيء في باطن يلتئم ظاهره عليه فلا يُظَنّ وجوده,خ د
خد,خدن,المداخلة والمباطنة (علاقة سرية متغلغلة في الباطن),خ د
خذ,خذذ,خروج الغليظ - أو سيلانه - من جوف الشيء,خ ذ
خذ,أخذ,حَوْزُ الشيء في الأثناء ضمًا، أو قبضًا على غِلَظ,خ ذ
خذ,خذل,التخلف - أو التوقف - عن الصحبة المعتادة,خ ذ
خر,خرر,هوي الشيء بقوة وتدارك,خ ر
خر,خور,تخلخل أثناء الشيء أو رخاوتها بحيث يُنفذ منها بغزارة,خ ر
خر,أخر,تخلف الشيء (في المكان أو الزمان) عن مقارنه,خ ر
خر,خرب,خلاء - أو فراغ - في وَسَط الجرم الملتئم,خ ر
خر,خرج,نفاذ من الحيز - أو الأثناء - بتجمع,خ ر
خر,خرد,بقاء الشيء على فطرته - أو أصله - دون استعمال,خ ر
خر,خردل,تفرق مع دقة جرم,خ ر
خر,خرص,خلوص الشيء من آخر مجتمعًا في استواء، أو تحدد,خ ر
خر,خرط,انتزاع العالق الممتسك بممتدٍ ضما وجذبًا وسَلْتًا بقوة,خ ر
خر,خرطم,امتداد الشيء من مقدم شيء متضامًا أو مستوي الظاهر,خ ر
خر,خرق,نفاذ في العمق - أو منه - بغلظ وقُوَّة,خ ر
خز,خزز,نفاذ حاد مؤلم في بدن الحي,خ ز
خز,خزو,ذل الحي وطواعيته وانقياده لما يراد (بكسر حدته),خ ز
خز,خزن,دس الشيء في باطن شيء حريز لمدة طويلة,خ ز
خس,خسس,نَقْصُ جِرْمِ الشيء (ذهاب وانتقاص منه بحدة),خ س
خس,خسأ,إبعاد ما هو دقيق القَدْرِ عن الحوزة، أو الأثناء,خ س
خس,خسر,نَقْصُ الشيء بذهاب أجزاء منه فقدا,خ س
خس,خسف,انخـــراق القاع – أو الباطن- الذي يقوم عليه الشيء,خ س
خش,خشش,نفاذ الدقاق الحادة إلى حَيّز، أو تجمعها فيه,خ ش
خش,خشو,جفافٌ ويُبْسُ في باطن الشيء وأثنائه لذهاب الرطوبة,خ ش
خش,خشب,غِلَظُ الجرم وصلابته مع امتداد وخشونة,خ ش
خش,خشع,هبوط ما شأنه الارتفاع والغلظ؛ لتسيب أثنائه,خ ش
خص,خصص,فُرجة تحصر النافذ أو النفاذ ليكون دقيقًا,خ ص
خص,خصف,ضمُّ دِقاق منفصلة متناسبة العِرَض بعضها مع بعض,خ ص
خص,خصم,تحيز الشيء في جانب مناظرا لمثله,خ ص
خض,خضض,رخاوة مع خثورة,خ ض
خض,خوض,مخالطة (الرخو) بغِلَظ، أو كثافة,خ ض
خض,خضد,لين باطن الشيء الغليظ السَوِيّ الظاهر، أي عدم صلابته,خ ض
خض,خضر,الامتلاء بالغضاضة والري مع ذلك اللون المريح,خ ض
خض,خضع,انحناء ما شأنه أن ينتصب (لرخاوة أثنائه),خ ض
خط,خطط,شَقٌّ سطحي دقيق مستطيل في ظاهر الشيء,خ ط
خط,خطو,جَوْزُ مَسافةٍ بالقَدَم إلى الأمام مبتعدةً عن القدم الأخرى,خ ط
خط,خيط,امتداد الجرم دقيقا متصلا ينفذ خلال أثناء,خ ط
خط,خطأ,تخطي موقع الشيء، أو تجاوزه باندفاع,خ ط
خط,خطب,لَفْتُ وجذب بلطف مع نوع من المغالبة,خ ط
خط,خطف,نزع الشيء مما يُمسكه بخفة سرعة، أو لطف,خ ط
خف,خفف,قلة كثافة الشيء في نفسه، أو قلة كثافته وتركزه على حامله,خ ف
خف,خفو,ضعف ظهور الشيء من خلف ساتر,خ ف
خف,خوف,فراغ كبير في جوف الشيء (لذهاب ما كان يشغله),خ ف
خف,خفت,دِقَةُ جِرْمِ الشيء وضَعْفُه من فراغ جوفه,خ ف
خف,خفض,غُؤُور السطح الناتئ عن معتاد حاله,خ ف
خل,خلل,فراغ يخترق أثناء متماسكةً من حوله,خ ل
خل,خلو,فراغ الحيّز مما كان (أو شأنه أن) يشغله,خ ل
خل,خول,حَوْزُ لطيف مع بعد أو تباعد (حيازة مؤقتة),خ ل
خل,خيل,أن يظهر على الشيء ما يشي باحتوائه شيئًا زائدًا متميزًا,خ ل
خل,خلد,بقاء الشيء لازما موضعه أمدًا طويلا,خ ل
خل,خلص,نفاذ الشيء نقيا من أثناء ما كان يخالطه,خ ل
خل,خلط,دخول شيء في أثناء - أو خَلَلِ شيء - آخَرَ ممتزجين,خ ل
خل,خلع,انفصال الشيء مما يلابسه ملابسة قوية,خ ل
خل,خلف,كَوْنُ - أو بقية - بعد ذاهب، أو وراءه في ظهره,خ ل
خل,خلق,تهيئة مادة (غُفْل) لتكون شيئًا مُعَيَّنا مرادًا,خ ل
خم,خمم,الاضطمام على مائع كثير، أو خَوَرٍ، أو ما يناسب ذلك من ضعف وفساد,خ م
خم,خيم,كون الشيء غَضًا على أول فِطْرته لم تمسه صَنْعة,خ م
خم,خمد,انقطاع للحاد الذي شأنه أن ينفذ من الشيء,خ م
خم,خمر,جنس من الستر اللطيف,خ م
خم,خمس,تجمع يضم أفرادًا كثيرين (كتلة تضم أجزاء دقاقًا),خ م
خم,خمص,ضمور الشيء ورقة جرمه لذهاب ما بداخله من غلظ,خ م
خم,خمط,فقد الشيء طيبه لعدم سواء الأثناء، أو تغيرها,خ م
خن,خنن,تجوفٌ ضَيِّق يمتد في باطن (مَعَ خَشونة ما),خ ن
خن,خون,نقص خطير في خِفْيَة أو لطف من باطن,خ ن
خن,خنز,ريح خبيثة حادة تتولد في أثناء الشيء تُشَمّ أي تعرف منه,خ ن
خن,خنزر,شيء غليظ المنظر والمخبر دائم الغلظ,خ ن
خن,خنس,تأخر الناتيء الدقيق غائرًا في ما نتأ منه,خ ن
خن,خنق,ضيق شديد يعترض في التجوف الممتد بحيث يكاد يسده,خ ن
ود,ودد,التلازم والتماسك الممتد - مع رفق أو لين,ود
ود,أدد,ضغط عظيم مع امتداد,ود
ود,ودى,حيّز يمتد دقيقًا مُتَصَوِّبًا يسيل فيه مائع برفق,ود
يد,يدى,امتداد من الشيء يمكن من الإمساك به,يد
